"Zone","DateTime","Temperature","Humidity","Wind.Speed","general.diffuse.flows","diffuse.flows","Date","Month","Weekday","Hour","DayOfWeek","Power","Outlier"
"Zone.3..Power.Consumption",2020-07-29 17:19:20,30.33,35.35,4.911,124.7,138.3,2020-07-29,"Jul","Wed",17,"Wed",36253.05439,TRUE
"Zone.3..Power.Consumption",2020-07-15 17:19:20,26.81,74.7,4.914,146.8,141.3,2020-07-15,"Jul","Wed",17,"Wed",36259.0795,TRUE
"Zone.3..Power.Consumption",2020-07-15 17:23:30,26.18,82.3,4.916,0.062,0.115,2020-07-15,"Jul","Wed",17,"Wed",36265.1046,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:21:50,24.26,78.6,0.066,0.088,0.104,2020-08-18,"Aug","Tue",17,"Tue",36269.34169,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:20:50,27.52,45.13,4.921,0.841,0.7,2020-07-01,"Jul","Wed",17,"Wed",36271.12971,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:22:10,26.79,84.9,4.906,0.08,0.126,2020-08-08,"Aug","Sat",17,"Sat",36275.3605,TRUE
"Zone.3..Power.Consumption",2020-07-17 17:19:20,32.51,36.25,4.921,133.3,140.9,2020-07-17,"Jul","Fri",17,"Fri",36277.15481,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:22:00,25.96,84.8,4.905,0.066,0.137,2020-08-05,"Aug","Wed",17,"Wed",36293.41693,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:21:10,29.71,49.68,4.905,0.095,0.044,2020-08-09,"Aug","Sun",17,"Sun",36293.41693,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:22:30,25.06,54.63,4.917,0.069,0.122,2020-07-09,"Jul","Thu",17,"Thu",36295.23013,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:20:50,26.17,57.73,4.908,0.113,0.059,2020-08-02,"Aug","Sun",17,"Sun",36299.43574,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:21:20,21.7,52.62,4.904,0.058,0.119,2020-08-13,"Aug","Thu",17,"Thu",36305.45455,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:19:20,25.16,40.09,4.908,97.2,109.5,2020-08-14,"Aug","Fri",17,"Fri",36305.45455,TRUE
"Zone.3..Power.Consumption",2020-07-18 17:23:20,26.53,42.75,4.92,0.106,0.1,2020-07-18,"Jul","Sat",17,"Sat",36331.38075,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:22:50,24.12,83.9,4.912,0.051,0.156,2020-07-12,"Jul","Sun",17,"Sun",36337.40586,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:20:40,25.69,84,4.92,0.058,0.141,2020-08-20,"Aug","Thu",17,"Thu",36347.58621,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:22:30,23.54,63.26,4.909,0.106,0.078,2020-07-30,"Jul","Thu",17,"Thu",36349.45607,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:20:20,27.63,68.77,4.923,11.87,10.22,2020-07-06,"Jul","Mon",17,"Mon",36355.48117,TRUE
"Zone.3..Power.Consumption",2020-07-23 17:23:50,24.55,60.32,4.906,0.084,0.1,2020-07-23,"Jul","Thu",17,"Thu",36355.48117,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:21:00,29.91,48.82,4.903,0.099,0.056,2020-08-09,"Aug","Sun",17,"Sun",36359.62382,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:19:30,30.11,45.48,4.905,66.03,62.75,2020-08-03,"Aug","Mon",17,"Mon",36377.68025,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:19:20,27.85,79,4.906,77,61.71,2020-08-06,"Aug","Thu",17,"Thu",36377.68025,TRUE
"Zone.3..Power.Consumption",2020-07-22 17:23:50,26.89,31.41,4.914,0.08,0.126,2020-07-22,"Jul","Wed",17,"Wed",36379.58159,TRUE
"Zone.3..Power.Consumption",2020-07-16 17:19:20,27,78.2,4.915,113.7,111.4,2020-07-16,"Jul","Thu",17,"Thu",36385.60669,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:00:10,24.15,46.15,4.91,0.084,0.096,2020-07-25,"Jul","Sat",17,"Sat",36385.60669,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:22:30,26.75,85.3,4.911,0.095,0.156,2020-08-07,"Aug","Fri",17,"Fri",36395.73668,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:20:50,23.37,53,4.906,0.08,0.096,2020-08-14,"Aug","Fri",17,"Fri",36395.73668,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:21:40,25.51,83.3,4.909,0.059,0.126,2020-08-04,"Aug","Tue",17,"Tue",36419.81191,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:00:00,25.37,79.4,4.901,0.084,0.074,2020-07-28,"Jul","Tue",17,"Tue",36421.75732,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:20:10,27.82,67.87,4.924,22.85,21.27,2020-07-06,"Jul","Mon",17,"Mon",36427.78243,TRUE
"Zone.3..Power.Consumption",2020-07-20 17:23:20,26.75,54.18,0.081,0.095,0.111,2020-07-20,"Jul","Mon",17,"Mon",36433.80753,TRUE
"Zone.3..Power.Consumption",2020-07-22 17:19:10,29.07,66.36,4.91,143.5,145.5,2020-07-22,"Jul","Wed",17,"Wed",36433.80753,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:21:50,29.41,30.54,4.908,0.077,0.093,2020-08-10,"Aug","Mon",17,"Mon",36467.96238,TRUE
"Zone.3..Power.Consumption",2020-07-31 17:22:30,25.31,69.56,4.902,0.11,0.063,2020-07-31,"Jul","Fri",17,"Fri",36469.95816,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:22:00,25.42,76.8,4.899,0.08,0.167,2020-07-08,"Jul","Wed",17,"Wed",36475.98326,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:20:40,23.5,52.7,4.906,0.099,0.1,2020-08-14,"Aug","Fri",17,"Fri",36480,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:22:30,26.88,48.28,4.908,0.099,0.1,2020-07-28,"Jul","Tue",17,"Tue",36482.00837,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:21:50,24.84,42.78,4.907,0.117,0.081,2020-08-12,"Aug","Wed",17,"Wed",36492.03762,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:21:20,29.9,25.74,4.91,0.084,0.089,2020-08-11,"Aug","Tue",17,"Tue",36528.15047,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:21:40,24.18,61.48,0.071,0.091,0.1,2020-08-17,"Aug","Mon",17,"Mon",36528.15047,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:19:30,26.88,73.6,4.912,98.2,92.5,2020-07-13,"Jul","Mon",17,"Mon",36530.20921,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:20:40,26.35,57.3,4.906,0.26,0.245,2020-08-02,"Aug","Sun",17,"Sun",36546.2069,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:21:40,26.82,62.89,4.903,0.088,0.07,2020-08-03,"Aug","Mon",17,"Mon",36552.22571,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:20:00,28.71,42.19,4.919,48.66,46.31,2020-07-01,"Jul","Wed",17,"Wed",36560.33473,TRUE
"Zone.3..Power.Consumption",2020-07-17 17:23:10,27.07,45.69,4.917,0.069,0.182,2020-07-17,"Jul","Fri",17,"Fri",36566.35983,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:22:50,24.92,85.3,4.915,0.069,0.119,2020-07-13,"Jul","Mon",17,"Mon",36578.41004,TRUE
"Zone.3..Power.Consumption",2020-07-23 17:19:10,29.62,35.95,4.904,165.7,184.3,2020-07-23,"Jul","Thu",17,"Thu",36578.41004,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:21:50,27.88,75.6,4.907,0.095,0.107,2020-08-06,"Aug","Thu",17,"Thu",36582.31975,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:21:50,25.06,88.3,4.922,0.11,0.137,2020-08-19,"Aug","Wed",17,"Wed",36594.35737,TRUE
"Zone.3..Power.Consumption",2020-07-19 17:23:20,28.6,45.05,4.916,0.084,0.126,2020-07-19,"Jul","Sun",17,"Sun",36596.48536,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:21:50,26.44,82.4,4.908,0.048,0.119,2020-08-01,"Aug","Sat",17,"Sat",36612.41379,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:22:40,23.89,70.7,4.912,0.11,0.126,2020-07-11,"Jul","Sat",17,"Sat",36614.56067,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:22:20,27.14,48.22,4.91,0.073,0.119,2020-07-28,"Jul","Tue",17,"Tue",36632.63598,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:20:30,25.63,84,4.921,0.091,0.085,2020-08-20,"Aug","Thu",17,"Thu",36642.50784,TRUE
"Zone.3..Power.Consumption",2020-07-21 17:19:20,36.19,16.87,4.908,123.7,124.2,2020-07-21,"Jul","Tue",17,"Tue",36644.68619,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:23:40,27.73,45.68,4.911,0.077,0.137,2020-07-26,"Jul","Sun",17,"Sun",36644.68619,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:21:40,24.41,78.4,0.065,0.088,0.1,2020-08-18,"Aug","Tue",17,"Tue",36648.52665,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:20:40,27.61,44.5,4.916,3.565,3.053,2020-07-01,"Jul","Wed",17,"Wed",36650.7113,TRUE
"Zone.3..Power.Consumption",2020-07-29 17:22:40,25.25,60.99,4.909,0.095,0.111,2020-07-29,"Jul","Wed",17,"Wed",36662.76151,TRUE
"Zone.3..Power.Consumption",2020-07-27 17:19:00,28.27,62.02,4.909,155.2,149.4,2020-07-27,"Jul","Mon",17,"Mon",36680.83682,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:20:30,26.58,56.6,4.904,1.539,1.308,2020-08-02,"Aug","Sun",17,"Sun",36684.6395,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:21:10,29.95,25.34,4.908,0.106,0.081,2020-08-11,"Aug","Tue",17,"Tue",36684.6395,TRUE
"Zone.3..Power.Consumption",2020-07-21 17:23:10,29.63,26.74,4.907,0.106,0.089,2020-07-21,"Jul","Tue",17,"Tue",36692.88703,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:22:00,26.83,84.7,4.903,0.084,0.17,2020-08-08,"Aug","Sat",17,"Sat",36714.73354,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:19:10,25.92,82.4,4.921,28.75,22.43,2020-08-20,"Aug","Thu",17,"Thu",36720.75235,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:19:40,26.67,68.36,4.906,75.7,72.6,2020-07-08,"Jul","Wed",17,"Wed",36723.01255,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:21:10,21.84,52.32,4.902,0.066,0.115,2020-08-13,"Aug","Thu",17,"Thu",36726.77116,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:23:50,22.98,74.8,4.91,0.11,0.078,2020-07-25,"Jul","Sat",17,"Sat",36729.03766,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:20:30,23.7,50.73,4.907,0.219,0.159,2020-08-14,"Aug","Fri",17,"Fri",36738.80878,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:21:50,25.96,84.9,4.909,0.073,0.163,2020-08-05,"Aug","Wed",17,"Wed",36744.82759,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:22:30,24.02,69.8,4.911,0.091,0.1,2020-07-11,"Jul","Sat",17,"Sat",36747.11297,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:23:00,25.47,80.3,4.912,0.091,0.122,2020-07-14,"Jul","Tue",17,"Tue",36753.13808,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:20:10,28.35,42.86,4.92,33.57,31.09,2020-07-01,"Jul","Wed",17,"Wed",36759.16318,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:22:20,26.82,85,4.914,0.102,0.1,2020-08-07,"Aug","Fri",17,"Fri",36774.92163,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:21:40,29.39,30.54,4.906,0.077,0.085,2020-08-10,"Aug","Mon",17,"Mon",36786.95925,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:21:40,25.08,88.1,4.922,0.077,0.141,2020-08-19,"Aug","Wed",17,"Wed",36798.99687,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:00:00,24.29,47.05,4.905,0.088,0.1,2020-07-25,"Jul","Sat",17,"Sat",36801.33891,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:21:40,23.27,60.19,4.908,0.099,0.07,2020-08-15,"Aug","Sat",17,"Sat",36811.03448,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:21:50,25.45,76.3,4.907,0.077,0.144,2020-07-08,"Jul","Wed",17,"Wed",36813.38912,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:20:30,27.93,43.76,4.918,9.65,8.44,2020-07-01,"Jul","Wed",17,"Wed",36819.41423,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:22:40,24.33,83.3,4.91,0.069,0.148,2020-07-12,"Jul","Sun",17,"Sun",36819.41423,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:19:10,28.98,21.21,4.907,119.3,106.2,2020-08-12,"Aug","Wed",17,"Wed",36823.0721,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:22:10,27.45,47.32,4.911,0.084,0.093,2020-07-28,"Jul","Tue",17,"Tue",36831.46444,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:22:30,28.5,28.91,4.913,0.077,0.1,2020-07-10,"Jul","Fri",17,"Fri",36837.48954,TRUE
"Zone.3..Power.Consumption",2020-07-16 17:23:10,25.82,84.4,4.914,0.059,0.2,2020-07-16,"Jul","Thu",17,"Thu",36843.51464,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:20:20,23.79,49.23,4.907,1.053,0.904,2020-08-14,"Aug","Fri",17,"Fri",36865.20376,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:22:20,23.53,63.52,4.91,0.077,0.115,2020-07-30,"Jul","Thu",17,"Thu",36867.61506,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:19:50,27.64,49.16,4.904,36.4,31.63,2020-08-02,"Aug","Sun",17,"Sun",36877.24138,TRUE
"Zone.3..Power.Consumption",2020-07-15 17:23:20,26.15,82.3,4.914,0.037,0.148,2020-07-15,"Jul","Wed",17,"Wed",36879.66527,TRUE
"Zone.3..Power.Consumption",2020-07-31 17:22:20,25.38,68.69,4.907,0.066,0.1,2020-07-31,"Jul","Fri",17,"Fri",36885.69038,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:21:00,29.95,25.44,4.903,0.077,0.093,2020-08-11,"Aug","Tue",17,"Tue",36895.29781,TRUE
"Zone.3..Power.Consumption",2020-07-22 17:23:40,27.28,30.48,4.912,0.135,0.052,2020-07-22,"Jul","Wed",17,"Wed",36903.76569,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:22:20,24.18,69.43,4.913,0.088,0.085,2020-07-11,"Jul","Sat",17,"Sat",36909.79079,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:20:20,28.07,43.8,4.919,18.99,16.47,2020-07-01,"Jul","Wed",17,"Wed",36921.841,TRUE
"Zone.3..Power.Consumption",2020-07-23 17:23:40,24.63,58.22,4.907,0.095,0.137,2020-07-23,"Jul","Thu",17,"Thu",36933.89121,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:21:30,25.62,82.8,4.903,0.059,0.126,2020-08-04,"Aug","Tue",17,"Tue",36937.42947,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:21:30,27.14,61.59,4.903,0.121,0.074,2020-08-03,"Aug","Mon",17,"Mon",36949.46708,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:19:20,23.86,46.08,4.904,94.8,104.3,2020-08-13,"Aug","Thu",17,"Thu",36967.52351,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:19:10,26.8,52.58,0.066,83.8,89.3,2020-08-17,"Aug","Mon",17,"Mon",36973.54232,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:21:40,25.11,41.01,4.908,0.117,0.07,2020-08-12,"Aug","Wed",17,"Wed",36979.56113,TRUE
"Zone.3..Power.Consumption",2020-07-19 17:19:20,30.84,42.58,4.908,122.5,124.1,2020-07-19,"Jul","Sun",17,"Sun",37000.16736,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:20:20,26.83,54.1,4.905,5.411,4.513,2020-08-02,"Aug","Sun",17,"Sun",37003.63636,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:21:50,26.96,84.4,4.909,0.077,0.126,2020-08-08,"Aug","Sat",17,"Sat",37009.65517,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:21:30,24.38,60.72,0.073,0.11,0.078,2020-08-17,"Aug","Mon",17,"Mon",37009.65517,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:20:20,25.65,84,4.923,0.216,0.17,2020-08-20,"Aug","Thu",17,"Thu",37009.65517,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:19:30,26.44,74.4,4.914,95.4,95,2020-07-14,"Jul","Tue",17,"Tue",37024.26778,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:21:20,25.71,82.2,4.906,0.062,0.119,2020-08-04,"Aug","Tue",17,"Tue",37027.7116,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:21:30,25.12,87.8,4.922,0.084,0.122,2020-08-19,"Aug","Wed",17,"Wed",37033.73041,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:20:10,23.99,49.03,4.907,3.375,2.812,2020-08-14,"Aug","Fri",17,"Fri",37039.74922,TRUE
"Zone.3..Power.Consumption",2020-07-18 17:23:10,26.85,41.65,4.917,0.077,0.107,2020-07-18,"Jul","Sat",17,"Sat",37042.3431,TRUE
"Zone.3..Power.Consumption",2020-07-20 17:23:10,26.44,55.05,0.081,0.088,0.13,2020-07-20,"Jul","Mon",17,"Mon",37048.3682,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:19:30,27.87,75.6,4.904,66.95,58.33,2020-08-01,"Aug","Sat",17,"Sat",37057.80564,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:21:40,23.02,62.05,0.068,0.088,0.059,2020-08-16,"Aug","Sun",17,"Sun",37057.80564,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:22:20,25.38,53.66,4.917,0.121,0.093,2020-07-09,"Jul","Thu",17,"Thu",37060.41841,TRUE
"Zone.3..Power.Consumption",2020-07-29 17:22:30,25.34,60.42,4.909,0.113,0.093,2020-07-29,"Jul","Wed",17,"Wed",37066.44351,TRUE
"Zone.3..Power.Consumption",2020-07-27 17:23:50,25.51,79.7,4.907,0.113,0.107,2020-07-27,"Jul","Mon",17,"Mon",37072.46862,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:20:50,30.09,25.14,4.907,0.084,0.096,2020-08-11,"Aug","Tue",17,"Tue",37075.86207,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:21:30,24.52,77.4,0.064,0.106,0.081,2020-08-18,"Aug","Tue",17,"Tue",37081.88088,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:19:20,26.4,55.99,4.911,119,130,2020-07-30,"Jul","Thu",17,"Thu",37090.54393,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:20:10,27.05,52.33,4.903,12.25,10.35,2020-08-02,"Aug","Sun",17,"Sun",37111.97492,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:22:20,28.8,28.01,4.912,0.062,0.167,2020-07-10,"Jul","Fri",17,"Fri",37120.66946,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:22:10,26.88,84.7,4.91,0.08,0.137,2020-08-07,"Aug","Fri",17,"Fri",37124.01254,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:21:40,26.96,83.9,4.905,0.084,0.156,2020-08-08,"Aug","Sat",17,"Sat",37124.01254,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:21:30,25.38,77.2,4.905,0.069,0.093,2020-07-08,"Jul","Wed",17,"Wed",37132.71967,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:20:10,25.68,83.8,4.922,0.877,0.652,2020-08-20,"Aug","Thu",17,"Thu",37142.06897,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:21:20,24.51,60.62,0.071,0.08,0.111,2020-08-17,"Aug","Mon",17,"Mon",37148.08777,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:21:40,25.48,76.2,4.903,0.117,0.074,2020-07-08,"Jul","Wed",17,"Wed",37150.79498,TRUE
"Zone.3..Power.Consumption",2020-07-20 17:19:20,31.59,39.91,0.067,62.76,55.07,2020-07-20,"Jul","Mon",17,"Mon",37162.84519,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:19:10,26.45,45.12,4.905,103.1,119.2,2020-08-15,"Aug","Sat",17,"Sat",37172.16301,TRUE
"Zone.3..Power.Consumption",2020-07-29 17:22:20,25.29,60.29,4.909,0.091,0.1,2020-07-29,"Jul","Wed",17,"Wed",37174.8954,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:21:30,23.42,60.12,4.906,0.099,0.093,2020-08-15,"Aug","Sat",17,"Sat",37178.18182,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:22:30,24.47,83.1,4.911,0.073,0.156,2020-07-12,"Jul","Sun",17,"Sun",37180.9205,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:21:20,27.48,60.32,4.908,0.11,0.063,2020-08-03,"Aug","Mon",17,"Mon",37184.20063,TRUE
"Zone.3..Power.Consumption",2020-07-21 17:23:00,30.13,26.31,4.903,0.099,0.111,2020-07-21,"Jul","Tue",17,"Tue",37186.94561,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:21:40,26.48,82.3,4.904,0.073,0.107,2020-08-01,"Aug","Sat",17,"Sat",37190.21944,TRUE
"Zone.3..Power.Consumption",2020-07-16 17:23:00,25.86,84.8,4.916,0.069,0.133,2020-07-16,"Jul","Thu",17,"Thu",37198.99582,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:20:00,27.37,49.86,4.904,22.52,19.26,2020-08-02,"Aug","Sun",17,"Sun",37214.29467,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:22:00,27.72,46.12,4.903,0.091,0.093,2020-07-28,"Jul","Tue",17,"Tue",37217.07113,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:21:30,23.15,61.58,0.072,0.088,0.137,2020-08-16,"Aug","Sun",17,"Sun",37220.31348,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:20:40,30.43,23.34,4.909,0.088,0.085,2020-08-11,"Aug","Tue",17,"Tue",37226.33229,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:21:40,25.94,85,4.907,0.059,0.17,2020-08-05,"Aug","Wed",17,"Wed",37232.3511,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:21:10,27.88,58.42,4.906,0.106,0.078,2020-08-03,"Aug","Mon",17,"Mon",37268.46395,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:21:30,28.59,73.1,4.904,0.066,0.119,2020-08-06,"Aug","Thu",17,"Thu",37268.46395,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:19:30,32.94,14.5,4.904,46.77,40.85,2020-08-11,"Aug","Tue",17,"Tue",37268.46395,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:22:10,25.7,51.36,4.913,0.069,0.082,2020-07-09,"Jul","Thu",17,"Thu",37271.29707,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:23:40,23.1,74.8,4.909,0.066,0.148,2020-07-25,"Jul","Sat",17,"Sat",37271.29707,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:21:10,25.85,81.5,4.904,0.084,0.082,2020-08-04,"Aug","Tue",17,"Tue",37286.52038,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:21:00,22.02,51.58,4.902,0.08,0.078,2020-08-13,"Aug","Thu",17,"Thu",37286.52038,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:21:40,28.11,73.9,4.904,0.113,0.07,2020-08-06,"Aug","Thu",17,"Thu",37292.53918,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:22:50,25.47,80.2,4.916,0.084,0.137,2020-07-14,"Jul","Tue",17,"Tue",37301.42259,TRUE
"Zone.3..Power.Consumption",2020-07-15 17:23:10,26.21,82,4.915,0.062,0.163,2020-07-15,"Jul","Wed",17,"Wed",37301.42259,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:21:30,29.49,30.54,4.905,0.073,0.07,2020-08-10,"Aug","Mon",17,"Mon",37304.5768,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:21:20,25.3,78.2,4.906,0.073,0.144,2020-07-08,"Jul","Wed",17,"Wed",37307.4477,TRUE
"Zone.3..Power.Consumption",2020-07-19 17:23:10,27.28,58.65,4.915,0.102,0.078,2020-07-19,"Jul","Sun",17,"Sun",37313.4728,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:19:40,33.46,23.88,4.917,91.3,95.2,2020-07-10,"Jul","Fri",17,"Fri",37325.52301,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:21:10,24.52,60.55,0.072,0.073,0.1,2020-08-17,"Aug","Mon",17,"Mon",37328.65204,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:23:30,27.89,45.82,4.911,0.091,0.119,2020-07-26,"Jul","Sun",17,"Sun",37331.54812,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:21:30,25.27,39.35,4.905,0.084,0.089,2020-08-12,"Aug","Wed",17,"Wed",37334.67085,TRUE
"Zone.3..Power.Consumption",2020-07-17 17:23:00,27.12,45.19,4.916,0.11,0.089,2020-07-17,"Jul","Fri",17,"Fri",37355.64854,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:22:00,25.96,49.39,4.91,0.106,0.059,2020-07-09,"Jul","Thu",17,"Thu",37367.69874,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:22:40,24.95,85.3,4.911,0.08,0.152,2020-07-13,"Jul","Mon",17,"Mon",37367.69874,TRUE
"Zone.3..Power.Consumption",2020-07-31 17:22:10,25.4,69,4.905,0.102,0.07,2020-07-31,"Jul","Fri",17,"Fri",37373.72385,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:19:30,31.46,39.08,4.907,77.9,73.4,2020-07-28,"Jul","Tue",17,"Tue",37379.74895,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:20:30,30.8,21.47,4.907,0.143,0.126,2020-08-11,"Aug","Tue",17,"Tue",37382.82132,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:20:30,22.53,51.12,4.906,0.23,0.178,2020-08-13,"Aug","Thu",17,"Thu",37382.82132,TRUE
"Zone.3..Power.Consumption",2020-07-29 17:22:10,25.32,60.12,4.908,0.113,0.067,2020-07-29,"Jul","Wed",17,"Wed",37385.77406,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:22:10,23.58,63.26,4.908,0.084,0.093,2020-07-30,"Jul","Thu",17,"Thu",37385.77406,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:21:20,24.73,75.2,0.066,0.095,0.085,2020-08-18,"Aug","Tue",17,"Tue",37388.84013,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:19:40,30.3,33.02,4.912,85.4,91.7,2020-07-09,"Jul","Thu",17,"Thu",37397.82427,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:20:00,25.74,83.5,4.922,3.001,2.271,2020-08-20,"Aug","Thu",17,"Thu",37400.87774,TRUE
